,url,title,image_url,season,episode_number_absolute,production_code,airdate,main_characters,written_by,directed_by
28,https://simpsons.fandom.com/wiki/Bart%27s_Dog_Gets_an_F,Bart's Dog Gets an F,https://static.wikia.nocookie.net/simpsons/images/d/dd/55480.jpg/revision/latest/scale-to-width-down/350?cb=20090811235430,2.0,29,7F14,"March 7, 1991","Bart Simpson,Santa's Little Helper",Jon Vitti,"Jim Reardon,David Silverman (Supervising Director)"
29,https://simpsons.fandom.com/wiki/Old_Money,Old Money,https://static.wikia.nocookie.net/simpsons/images/5/52/Old_money_-00196.jpg/revision/latest/scale-to-width-down/350?cb=20150108232018,2.0,30,7F17,"March 28, 1991","Grampa Simpson,Homer Simpson",Jay Kogen & Wallace Wolodarsky,David Silverman
30,https://simpsons.fandom.com/wiki/Brush_with_Greatness,Brush with Greatness,https://static.wikia.nocookie.net/simpsons/images/a/a5/Brush_with_Greatness_%28Promo_Picture%29.jpg/revision/latest/scale-to-width-down/350?cb=20120623205312,2.0,31,7F18,"April 11, 1991","Marge Simpson,Mr. Burns,Homer Simpson",Brian K. Roberts,"Jim Reardon,David Silverman (Supervising Director)"
31,https://simpsons.fandom.com/wiki/Lisa%27s_Substitute,Lisa's Substitute,https://static.wikia.nocookie.net/simpsons/images/d/df/Lisa%27s_Substitute_%28Promo_Picture%29.gif/revision/latest?cb=20120623205455,2.0,32,7F19,"April 25, 1991","Lisa Simpson,Mr. Bergstrom,Bart Simpson",Jon Vitti,Rich Moore
32,https://simpsons.fandom.com/wiki/The_War_of_the_Simpsons,The War of the Simpsons,https://static.wikia.nocookie.net/simpsons/images/f/f8/The_War_of_the_Simpsons_%28Promo_Picture%29.gif/revision/latest?cb=20120623205657,2.0,33,7F20,"May 2, 1991","Homer Simpson,Marge Simpson",John Swartzwelder,"Mark Kirkland,David Silverman (Supervising Director)"
33,https://simpsons.fandom.com/wiki/Three_Men_and_a_Comic_Book,Three Men and a Comic Book,https://static.wikia.nocookie.net/simpsons/images/8/86/Three_Men_and_a_Comic_Book.png/revision/latest?cb=20130526002507,2.0,34,7F21,"May 9, 1991","Bart Simpson,Milhouse Van Houten,Martin Prince",Jeff Martin,Wes Archer
34,https://simpsons.fandom.com/wiki/Blood_Feud,Blood Feud,https://static.wikia.nocookie.net/simpsons/images/b/bf/7F22.png/revision/latest/scale-to-width-down/350?cb=20090901122729,2.0,35,7F22,"July 11, 1991","Homer Simpson,Bart Simpson,Mr. Burns",George Meyer,David Silverman
35,https://simpsons.fandom.com/wiki/Stark_Raving_Dad,Stark Raving Dad,https://static.wikia.nocookie.net/simpsons/images/4/4c/15668485-15668487-large.jpg/revision/latest/scale-to-width-down/350?cb=20140910215309,3.0,36,7F24,"September 19, 1991","Homer Simpson,Leon Kompowsky,Bart Simpson,Lisa Simpson","Al Jean,Mike Reiss",David Silverman
36,https://simpsons.fandom.com/wiki/Mr._Lisa_Goes_to_Washington,Mr. Lisa Goes to Washington,https://static.wikia.nocookie.net/simpsons/images/1/1f/Mr._Lisa_Goes_to_Washington_80.JPG/revision/latest/scale-to-width-down/350?cb=20131021170306,,37,8F01,"September 26, 1991",Lisa Simpson,George Meyer,Wes Archer
37,https://simpsons.fandom.com/wiki/When_Flanders_Failed,When Flanders Failed,https://static.wikia.nocookie.net/simpsons/images/b/b0/7f23.jpg/revision/latest/scale-to-width-down/350?cb=20191003174313,3.0,38,7F23,"October 3, 1991","Homer Simpson,Ned Flanders,Bart Simpson",Jon Vitti,Jim Reardon
38,https://simpsons.fandom.com/wiki/Bart_the_Murderer,Bart the Murderer,https://static.wikia.nocookie.net/simpsons/images/3/39/Bart_the_Murderer.gif/revision/latest?cb=20060627201032,3.0,39,8F03,"October 10, 1991","Bart Simpson,Fat Tony,Seymour Skinner",John Swartzwelder,Rich Moore
39,https://simpsons.fandom.com/wiki/Homer_Defined,Homer Defined,https://static.wikia.nocookie.net/simpsons/images/3/3a/Homer_defined.jpg/revision/latest?cb=20080430063845,3.0,40,8F04,"October 17, 1991",None,Howard Gewirtz,Mark Kirkland
40,"https://simpsons.fandom.com/wiki/Like_Father,_Like_Clown","Like Father, Like Clown",https://static.wikia.nocookie.net/simpsons/images/0/02/Like_Father%2C_Like_Clown_%28Promo_Picture%29.jpg/revision/latest?cb=20120623210755,3.0,41,8F05,"October 24, 1991","Bart Simpson,Krusty the Clown",Jay Kogen and Wallace Wolodarsky,Jeffrey Lynch and Brad Bird
41,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_II,Treehouse of Horror II,https://static.wikia.nocookie.net/simpsons/images/7/79/Lisa%27s_Nightmare.jpg/revision/latest/scale-to-width-down/350?cb=20121103211022,,42,8F02,"October 31, 1991","Homer Simpson,Bart Simpson,Mr. Burns","Atrocious Al Jean and Morbid Mike Reiss, Jittery Jeff Martin, Gasping George Meyer, Slithering Sam Simon and Spooky John Swartzwelder",Jim Reardon
42,https://simpsons.fandom.com/wiki/Lisa%27s_Pony,Lisa's Pony,https://static.wikia.nocookie.net/simpsons/images/b/bf/Lisa%27s_Pony_%28Promo_Picture%29.gif/revision/latest/scale-to-width-down/328?cb=20120623210531,3.0,43,8F06,"November 7, 1991",Homer Simpson Lisa Simpson,"Al Jean,Mike Reiss",Carlos Baeza
43,https://simpsons.fandom.com/wiki/Saturdays_of_Thunder,Saturdays of Thunder,https://static.wikia.nocookie.net/simpsons/images/2/2d/Day.png/revision/latest/scale-to-width-down/350?cb=20191003174640,3.0,44,8F07,"November 15, 1991","Homer Simpson,Bart Simpson",Ken Levine and David Isaacs,Jim Reardon
44,https://simpsons.fandom.com/wiki/Flaming_Moe%27s,Flaming Moe's,https://static.wikia.nocookie.net/simpsons/images/a/af/Flaming_Moe%27s_%28Promo_Picture%29.gif/revision/latest?cb=20120623211022,3.0,45,8F08,"November 21, 1991","Homer Simpson,Moe Szyslak",Robert Cohen,Rich Moore and Alan Smart
45,https://simpsons.fandom.com/wiki/Burns_Verkaufen_der_Kraftwerk,Burns Verkaufen der Kraftwerk (Burns to Sell the Power Plant),https://static.wikia.nocookie.net/simpsons/images/7/7a/Burns_Verkaufen_der_Kraftwerk.gif/revision/latest?cb=20100603225321,3.0,46,8F09,"December 5, 1991","Homer Simpson,Mr. Burns",Jon Vitti,Mark Kirkland
46,https://simpsons.fandom.com/wiki/I_Married_Marge,I Married Marge,https://static.wikia.nocookie.net/simpsons/images/f/fe/I_married.png/revision/latest/scale-to-width-down/350?cb=20191003175334,3.0,47,8F10,"December 26, 1991","Homer Simpson,Marge Simpson",Jeff Martin,Jeffrey Lynch
47,https://simpsons.fandom.com/wiki/Radio_Bart,Radio Bart,https://static.wikia.nocookie.net/simpsons/images/a/ae/Bart_Crying_in_a_Well.jpg/revision/latest?cb=20221202093455,3.0,48,8F11,"January 9, 1992",Bart Simpson,Jon Vitti,Carlos Baeza
48,https://simpsons.fandom.com/wiki/Lisa_the_Greek,Lisa the Greek,https://static.wikia.nocookie.net/simpsons/images/6/67/Greek.png/revision/latest/scale-to-width-down/350?cb=20191003175702,3.0,49,8F12,"January 24, 1992","Homer Simpson,Lisa Simpson",Jay Kogen and Wallace Wolodarsky,Rich Moore
49,https://simpsons.fandom.com/wiki/Homer_Alone,Homer Alone,https://static.wikia.nocookie.net/simpsons/images/d/da/Homer_Alone_%28Promo_Picture%29.gif/revision/latest?cb=20120623211531,3.0,50,8F14,"February 6, 1992","Homer Simpson,Maggie Simpson",David M. Stern,Mark Kirkland
50,https://simpsons.fandom.com/wiki/Bart_the_Lover,Bart the Lover,https://static.wikia.nocookie.net/simpsons/images/e/e2/Love4.png/revision/latest/scale-to-width-down/350?cb=20191003175903,3.0,51,8F16,"February 13, 1992","Bart Simpson,Edna Krabappel",Jon Vitti,Carlos Baeza
51,https://simpsons.fandom.com/wiki/Homer_at_the_Bat,Homer at the Bat,https://static.wikia.nocookie.net/simpsons/images/3/3e/Homer_at_the_Bat_%28Promo_Picture%29.gif/revision/latest/scale-to-width-down/350?cb=20120623211715,3.0,52,8F13,"February 20, 1992","Homer Simpson,Mr. Burns",John Swartzwelder,Jim Reardon
52,https://simpsons.fandom.com/wiki/Separate_Vocations,Separate Vocations,https://static.wikia.nocookie.net/simpsons/images/a/a9/Shine.jpg/revision/latest/scale-to-width-down/350?cb=20191003180100,3.0,53,8F15,"February 27, 1992","Bart Simpson,Seymour Skinner,Lisa Simpson",George Meyer,Jeffrey Lynch
53,https://simpsons.fandom.com/wiki/Dog_of_Death,Dog of Death,https://static.wikia.nocookie.net/simpsons/images/e/e2/Dog_of_Death_%28Promo_Picture%29.jpg/revision/latest?cb=20120623211931,3.0,54,8F17,"March 12, 1992","Santa's Little Helper,Bart Simpson",John Swartzwelder,Jim Reardon
54,https://simpsons.fandom.com/wiki/Colonel_Homer,Colonel Homer,https://static.wikia.nocookie.net/simpsons/images/e/e1/ColonelHomerPromo.gif/revision/latest?cb=20100315000603,3.0,55,8F19,"March 26, 1992","Homer Simpson,Lurleen Lumpkin",Matt Groening,Mark Kirkland
55,https://simpsons.fandom.com/wiki/Black_Widower,Black Widower,https://static.wikia.nocookie.net/simpsons/images/c/cc/Black_Widower.jpg/revision/latest?cb=20120317145854,3.0,56,8F20,"April 9, 1992","Bart Simpson,Sideshow Bob,Selma Bouvier","Jon Vitti (teleplay),Sam Simon and Thomas Chastain (story)",David Silverman
56,https://simpsons.fandom.com/wiki/The_Otto_Show,The Otto Show,https://static.wikia.nocookie.net/simpsons/images/2/2f/8f21.gif/revision/latest?cb=20100314232540,3.0,57,8F21,"April 23, 1992","Bart Simpson,Otto Mann",Jeff Martin,Wes Archer
57,https://simpsons.fandom.com/wiki/Bart%27s_Friend_Falls_in_Love,Bart's Friend Falls in Love,https://static.wikia.nocookie.net/simpsons/images/7/7c/Samant.jpg/revision/latest?cb=20080430075318,3.0,58,8F22,"May 7, 1992",None,Jay Kogen & Wallace Wolodarsky,Jim Reardon
58,"https://simpsons.fandom.com/wiki/Brother,_Can_You_Spare_Two_Dimes%3F","Brother, Can You Spare Two Dimes?",https://static.wikia.nocookie.net/simpsons/images/9/90/250px-Brother%2C_Can_You_Spare_Two_Dimes_promo2.jpg/revision/latest?cb=20120427104554,3.0,59,8F23,"August 27, 1992","Homer Simpson,Herbert Powell,Maggie Simpson",John Swartzwelder,Rich Moore
59,https://simpsons.fandom.com/wiki/Kamp_Krusty,Kamp Krusty,https://static.wikia.nocookie.net/simpsons/images/c/ce/Kamp_krusty.gif/revision/latest?cb=20100601180732,4.0,60,8F24,"September 24, 1992","Bart Simpson,Lisa Simpson,Krusty the Clown",David M. Stern,Mark Kirkland
60,https://simpsons.fandom.com/wiki/A_Streetcar_Named_Marge,A Streetcar Named Marge,https://static.wikia.nocookie.net/simpsons/images/0/08/A_Streetcar_Named_Marge.jpg/revision/latest/scale-to-width-down/350?cb=20080116050728,4.0,61,8F18,"October 1, 1992","Marge Simpson,Maggie Simpson",Jeff Martin,Rich Moore
61,https://simpsons.fandom.com/wiki/Homer_the_Heretic,Homer the Heretic,https://static.wikia.nocookie.net/simpsons/images/e/e7/God.gif/revision/latest?cb=20090404134049,4.0,62,9F01,"October 8, 1992",Homer Simpson,George Meyer,Jim Reardon
62,https://simpsons.fandom.com/wiki/Lisa_the_Beauty_Queen,Lisa the Beauty Queen,https://static.wikia.nocookie.net/simpsons/images/e/e8/Lisa_the_b_queen.gif/revision/latest?cb=20100601180908,4.0,63,9F02,"October 16, 1992",Lisa Simpson,Jeff Martin,Mark Kirkland
63,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_III,Treehouse of Horror III,https://static.wikia.nocookie.net/simpsons/images/9/9f/Treehouse_of_Horror_III_%28Promo_Picture%29.jpg/revision/latest?cb=20120623210348,,64,9F04,"October 29, 1992","Homer Simpson,Marge Simpson,Bart Simpson,Lisa Simpson","Atrocious Al Jean and Morbid Mike Reiss, Warped Wally Wolodarsky and Johnny Katastrophe Kogen, Scarifying Sam Simon and Vicious Jack Vitti",Bloodcurdling Carlos Baeza
64,https://simpsons.fandom.com/wiki/Itchy_%26_Scratchy:_The_Movie,Itchy & Scratchy: The Movie,https://static.wikia.nocookie.net/simpsons/images/b/b3/Itchy_and_scratchy_the_movie.gif/revision/latest?cb=20100601181050,4.0,65,9F03,"November 3, 1992","Bart Simpson,Homer Simpson",John Swartzwelder,Rich Moore
65,https://simpsons.fandom.com/wiki/Marge_Gets_a_Job,Marge Gets a Job,https://static.wikia.nocookie.net/simpsons/images/7/78/Marge_gets_a_job.gif/revision/latest/scale-to-width-down/350?cb=20100601181256,4.0,66,9F05,"November 5, 1992","Marge Simpson,Mr. Burns,Bart Simpson",Bill Oakley and Josh Weinstein,Jeffrey Lynch
66,https://simpsons.fandom.com/wiki/New_Kid_on_the_Block,New Kid on the Block,https://static.wikia.nocookie.net/simpsons/images/a/ac/New_Kid_on_the_Block_%28Promo_Picture%29.gif/revision/latest?cb=20120623212728,4.0,67,9F06,"November 12, 1992","Bart Simpson,Homer Simpson",Conan O'Brien,Wes Archer
67,https://simpsons.fandom.com/wiki/Mr._Plow,Mr. Plow,https://static.wikia.nocookie.net/simpsons/images/d/d1/Mr_Plow.gif/revision/latest?cb=20130718032802,4.0,68,9F07,"November 19, 1992","Homer Simpson,Barney Gumble",Jon Vitti,Jim Reardon
68,https://simpsons.fandom.com/wiki/Lisa%27s_First_Word,Lisa's First Word,https://static.wikia.nocookie.net/simpsons/images/f/f9/Lisa%27s_First_Word.jpg/revision/latest?cb=20221219145050,4.0,69,9F08,"December 3, 1992","Bart Simpson,Lisa Simpson",Jeff Martin,Mark Kirkland
69,https://simpsons.fandom.com/wiki/Homer%27s_Triple_Bypass,Homer's Triple Bypass,https://static.wikia.nocookie.net/simpsons/images/b/b5/Homerheart.jpg/revision/latest/scale-to-width-down/350?cb=20090825023718,4.0,70,9F09,"December 17, 1992","Homer Simpson,Nick Riviera","Gary Apple,Michael Carrington",David Silverman
70,https://simpsons.fandom.com/wiki/Marge_vs._the_Monorail,Marge vs. the Monorail,https://static.wikia.nocookie.net/simpsons/images/5/51/Springfield_Monorail.gif/revision/latest?cb=20090925182703,4.0,71,9F10,"January 14, 1993","Marge Simpson,Homer Simpson,Lyle Lanley",Conan O'Brien,Rich Moore
71,https://simpsons.fandom.com/wiki/Selma%27s_Choice,Selma's Choice,https://static.wikia.nocookie.net/simpsons/images/7/71/Sel.jpg/revision/latest?cb=20080502065008,4.0,72,9F11,"January 21, 1993","Selma Bouvier,Homer Simpson,Bart Simpson,Lisa Simpson",David M. Stern,Carlos Baeza
72,https://simpsons.fandom.com/wiki/Brother_from_the_Same_Planet,Brother from the Same Planet,https://static.wikia.nocookie.net/simpsons/images/6/6b/Han.jpg/revision/latest?cb=20080502072522,4.0,73,9F12,"February 4, 1993","Bart Simpson,Homer Simpson",Jon Vitti,Jeffrey Lynch
73,https://simpsons.fandom.com/wiki/I_Love_Lisa,I Love Lisa,https://static.wikia.nocookie.net/simpsons/images/c/c2/I_Love_Lisa_Promo.gif/revision/latest?cb=20100418173556,4.0,74,9F13,"February 11, 1993","Clancy Wiggum,Ralph Wiggum,Lisa Simpson",Frank Mula,Wesley Archer
74,https://simpsons.fandom.com/wiki/Duffless,Duffless,https://static.wikia.nocookie.net/simpsons/images/7/7c/Duf.jpg/revision/latest/scale-to-width-down/350?cb=20191003180725,4.0,75,9F14,"February 18, 1993","Barney,Homer Simpson,Lisa Simpson,Bart Simpson",David M. Stern,Jim Reardon
75,https://simpsons.fandom.com/wiki/Last_Exit_to_Springfield,Last Exit to Springfield,https://static.wikia.nocookie.net/simpsons/images/1/12/Txjgdjbnphcy.png/revision/latest/scale-to-width-down/350?cb=20191222012129,4.0,76,9F15,"March 11, 1993","Homer Simpson,Lisa Simpson,Charles Montgomery Burns,Spoonbill",Jay Kogen and Wallace Wolodarsky,Mark Kirkland
76,https://simpsons.fandom.com/wiki/So_It%27s_Come_to_This:_A_Simpsons_Clip_Show,So It's Come to This: A Simpsons Clip Show,https://static.wikia.nocookie.net/simpsons/images/e/e0/Clip.jpg/revision/latest?cb=20080502074247,4.0,77,9F18,"April 1, 1993","Homer Simpson,Bart Simpson",Jon Vitti (Credited as Penny Wise),Carlos Baeza
77,https://simpsons.fandom.com/wiki/The_Front,The Front,https://static.wikia.nocookie.net/simpsons/images/c/cc/Fr.jpg/revision/latest/scale-to-width-down/350?cb=20171207040222,4.0,78,9F16,"April 15, 1993","Bart Simpson,Lisa Simpson,Homer Simpson,Abraham Simpson II",Adam I. Lapidus,Rich Moore
78,https://simpsons.fandom.com/wiki/Whacking_Day,Whacking Day,https://static.wikia.nocookie.net/simpsons/images/9/9b/Aa.jpg/revision/latest/scale-to-width-down/350?cb=20191003180859,4.0,79,9F18,"April 29, 1993","Lisa Simpson,Bart Simpson,Homer Simpson,Marge Simpson",John Swartzwelder,Jeff Lynch
79,https://simpsons.fandom.com/wiki/Marge_in_Chains,Marge in Chains,https://static.wikia.nocookie.net/simpsons/images/6/67/Ab.gif/revision/latest?cb=20080502075341,4.0,80,9F20,"May 6, 1993","Marge Simpson,Helen Lovejoy,Lionel Hutz,Apu Nahasapeemapetilon",Bill Oakley and Josh Weinstein,Jim Reardon
80,https://simpsons.fandom.com/wiki/Krusty_Gets_Kancelled,Krusty Gets Kancelled,https://static.wikia.nocookie.net/simpsons/images/b/b5/Krusty_Gets_Kancelled.gif/revision/latest?cb=20100531105117,4.0,81,9F19,"May 13, 1993","Bart Simpson,Krusty the Clown",John Swartzwelder,David Silverman
81,https://simpsons.fandom.com/wiki/Homer%27s_Barbershop_Quartet,Homer's Barbershop Quartet,https://static.wikia.nocookie.net/simpsons/images/e/ee/Homers_Barbershop_Quartet.gif/revision/latest/scale-to-width-down/350?cb=20060613011049,,82,9F21,"September 30, 1993","Homer Simpson,Barney Gumble,Seymour Skinner,Apu Nahasapeemapetilon",Jeff Martin,Mark Kirkland
